datetime,true_capacity,import_capacity,ZONES,MODEL_YEARS,REP_PERIODS,HOURS,input_load_mw,period,0,PRM,case
2045-01-01 00:00:00,43922.244557709826,11040,CAISO,2045,0,0,45428.334,0,2015-01-01,20.986705252518885,Baseline2_45_CESM2_2015
2045-01-01 01:00:00,41887.798307709825,11040,CAISO,2045,0,1,44053.125,0,2015-01-01,20.145388795255332,Baseline2_45_CESM2_2015
2045-01-01 02:00:00,39749.862182709825,11040,CAISO,2045,0,2,39103.021,0,2015-01-01,29.887310197106824,Baseline2_45_CESM2_2015
2045-01-01 03:00:00,37679.29374520983,11040,CAISO,2045,0,3,34990.282,0,2015-01-01,39.23664217741894,Baseline2_45_CESM2_2015
2045-01-01 04:00:00,35281.00270817863,11040,CAISO,2045,0,4,32568.934,0,2015-01-01,42.22449745570005,Baseline2_45_CESM2_2015
2045-01-01 05:00:00,31638.097865834956,11040,CAISO,2045,0,5,32113.867,0,2015-01-01,32.8961655905063,Baseline2_45_CESM2_2015
2045-01-01 06:00:00,25517.571648573954,11040,CAISO,2045,0,6,33521.806,0,2015-01-01,9.056092170493313,Baseline2_45_CESM2_2015
2045-01-01 07:00:00,40073.23609515458,11040,CAISO,2045,0,7,34727.347,0,2015-01-01,47.184396479105004,Baseline2_45_CESM2_2015
2045-01-01 08:00:00,68431.05039246158,11040,CAISO,2045,0,8,37498.487,0,2015-01-01,111.93135177017028,Baseline2_45_CESM2_2015
2045-01-01 09:00:00,82630.57034120228,11040,CAISO,2045,0,9,39795.164,0,2015-01-01,135.3817924740863,Baseline2_45_CESM2_2015
2045-01-01 10:00:00,95923.27640506355,11040,CAISO,2045,0,10,41565.565,0,2015-01-01,157.33627440181203,Baseline2_45_CESM2_2015
2045-01-01 11:00:00,108685.93667262908,11040,CAISO,2045,0,11,42953.29,0,2015-01-01,178.73519507499677,Baseline2_45_CESM2_2015
2045-01-01 12:00:00,111540.66812996587,11040,CAISO,2045,0,12,43210.811,0,2015-01-01,183.68055422511247,Baseline2_45_CESM2_2015
2045-01-01 13:00:00,114385.87646841611,11040,CAISO,2045,0,13,42444.472,0,2015-01-01,195.50579983281713,Baseline2_45_CESM2_2015
2045-01-01 14:00:00,114968.01526879414,11040,CAISO,2045,0,14,41080.276,0,2015-01-01,206.7360483868077,Baseline2_45_CESM2_2015
2045-01-01 15:00:00,107002.90446753486,11040,CAISO,2045,0,15,39771.392,0,2015-01-01,196.803552833994,Baseline2_45_CESM2_2015
2045-01-01 16:00:00,72525.08640846307,11040,CAISO,2045,0,16,37110.038,0,2015-01-01,125.18189393517483,Baseline2_45_CESM2_2015
2045-01-01 17:00:00,59270.1770903877,11040,CAISO,2045,0,17,39075.595,0,2015-01-01,79.93373380594129,Baseline2_45_CESM2_2015
2045-01-01 18:00:00,57288.1553622627,11040,CAISO,2045,0,18,40716.545,0,2015-01-01,67.8142272687005,Baseline2_45_CESM2_2015
2045-01-01 19:00:00,52441.33074510151,11040,CAISO,2045,0,19,40943.464,0,2015-01-01,55.046311531192174,Baseline2_45_CESM2_2015
2045-01-01 20:00:00,50494.18199034051,11040,CAISO,2045,0,20,41943.123,0,2015-01-01,46.70863204521159,Baseline2_45_CESM2_2015
2045-01-01 21:00:00,47778.56632847583,11040,CAISO,2045,0,21,43510.676,0,2015-01-01,35.1819179469329,Baseline2_45_CESM2_2015
2045-01-01 22:00:00,43339.60623621482,11040,CAISO,2045,0,22,42955.165,0,2015-01-01,26.596199167701535,Baseline2_45_CESM2_2015
2045-01-01 23:00:00,38297.91168637382,11040,CAISO,2045,0,23,42490.415,0,2015-01-01,16.11539140385855,Baseline2_45_CESM2_2015
2045-01-02 00:00:00,36137.978736004574,11040,CAISO,2045,31,0,48390.982,31,2015-01-02,-2.5066721398533094,Baseline2_45_CESM2_2015
2045-01-02 01:00:00,32918.053082926104,11040,CAISO,2045,31,1,45475.162,31,2015-01-02,-3.336126470696009,Baseline2_45_CESM2_2015
2045-01-02 02:00:00,27864.036373477604,11040,CAISO,2045,31,2,39275.658,31,2015-01-02,-0.9461881619460056,Baseline2_45_CESM2_2015
2045-01-02 03:00:00,25811.325736136605,11040,CAISO,2045,31,3,35218.513,31,2015-01-02,4.636234176430464,Baseline2_45_CESM2_2015
2045-01-02 04:00:00,25141.124898636604,11040,CAISO,2045,31,4,33658.506,31,2015-01-02,7.494744117984925,Baseline2_45_CESM2_2015
2045-01-02 05:00:00,23081.251104888048,11040,CAISO,2045,31,5,35204.124,31,2015-01-02,-3.0759830726421584,Baseline2_45_CESM2_2015
2045-01-02 06:00:00,21314.52023746805,11040,CAISO,2045,31,6,40321.807,31,2015-01-02,-19.759250279958813,Baseline2_45_CESM2_2015
2045-01-02 07:00:00,41304.92062015458,11040,CAISO,2045,31,7,46059.677,31,2015-01-02,13.64586994423469,Baseline2_45_CESM2_2015
2045-01-02 08:00:00,66174.08309515458,11040,CAISO,2045,31,8,51932.494,31,2015-01-02,48.6816386964866,Baseline2_45_CESM2_2015
2045-01-02 09:00:00,87754.05544515458,11040,CAISO,2045,31,9,54549.701,31,2015-01-02,81.1083353970255,Baseline2_45_CESM2_2015
2045-01-02 10:00:00,100095.53216182436,11040,CAISO,2045,31,10,54710.668,31,2015-01-02,103.1332027637176,Baseline2_45_CESM2_2015
2045-01-02 11:00:00,108936.19539152086,11040,CAISO,2045,31,11,53433.161,31,2015-01-02,124.5350885969873,Baseline2_45_CESM2_2015
2045-01-02 12:00:00,120295.77008408638,11040,CAISO,2045,31,12,51710.258,31,2015-01-02,153.98397757769143,Baseline2_45_CESM2_2015
2045-01-02 13:00:00,124103.26281642317,11040,CAISO,2045,31,13,49910.248,31,2015-01-02,170.77257323270197,Baseline2_45_CESM2_2015
2045-01-02 14:00:00,123613.15084180121,11040,CAISO,2045,31,14,47610.307,31,2015-01-02,182.82352987516168,Baseline2_45_CESM2_2015
2045-01-02 15:00:00,113204.51598398715,11040,CAISO,2045,31,15,45061.507,31,2015-01-02,175.72206136822533,Baseline2_45_CESM2_2015
2045-01-02 16:00:00,82582.45463272787,11040,CAISO,2045,31,16,41036.236,31,2015-01-02,128.14581394045953,Baseline2_45_CESM2_2015
2045-01-02 17:00:00,70407.28163272786,11040,CAISO,2045,31,17,43658.023,31,2015-01-02,86.55742068926908,Baseline2_45_CESM2_2015
2045-01-02 18:00:00,57869.049627807864,11040,CAISO,2045,31,18,45493.194,31,2015-01-02,51.4711181365016,Baseline2_45_CESM2_2015
2045-01-02 19:00:00,57112.41332367154,11040,CAISO,2045,31,19,45488.237,31,2015-01-02,49.824257474897394,Baseline2_45_CESM2_2015
2045-01-02 20:00:00,54585.844645473044,11040,CAISO,2045,31,20,45321.374,31,2015-01-02,44.80109240614161,Baseline2_45_CESM2_2015
2045-01-02 21:00:00,51327.771442553574,11040,CAISO,2045,31,21,47486.382,31,2015-01-02,31.33822543598621,Baseline2_45_CESM2_2015
2045-01-02 22:00:00,48251.36184850457,11040,CAISO,2045,31,22,47720.127,31,2015-01-02,24.24812249243296,Baseline2_45_CESM2_2015
2045-01-02 23:00:00,46431.18623600458,11040,CAISO,2045,31,23,49850.876,31,2015-01-02,15.286211291461724,Baseline2_45_CESM2_2015
2045-01-03 00:00:00,38954.8894704382,11040,CAISO,2045,59,0,50431.645,59,2015-01-03,-0.8660346684344727,Baseline2_45_CESM2_2015
2045-01-03 01:00:00,35056.64792509873,11040,CAISO,2045,59,1,44691.097,59,2015-01-03,3.1450356322619033,Baseline2_45_CESM2_2015
2045-01-03 02:00:00,32275.05707975926,11040,CAISO,2045,59,2,38402.465,59,2015-01-03,12.792387363048865,Baseline2_45_CESM2_2015
2045-01-03 03:00:00,30960.48491725926,11040,CAISO,2045,59,3,34248.056,59,2015-01-03,22.636113761491345,Baseline2_45_CESM2_2015
2045-01-03 04:00:00,30567.38172991826,11040,CAISO,2045,59,4,31976.676,59,2015-01-03,30.117907595893506,Baseline2_45_CESM2_2015
2045-01-03 05:00:00,29800.91614241826,11040,CAISO,2045,59,5,32454.316,59,2015-01-03,25.841247562938197,Baseline2_45_CESM2_2015
2045-01-03 06:00:00,28424.783837574578,11040,CAISO,2045,59,6,36402.144,59,2015-01-03,8.41335015205307,Baseline2_45_CESM2_2015
2045-01-03 07:00:00,44561.00647015458,11040,CAISO,2045,59,7,41864.076,59,2015-01-03,32.81317010353836,Baseline2_45_CESM2_2015
2045-01-03 08:00:00,72855.58847015459,11040,CAISO,2045,59,8,47745.983,59,2015-01-03,75.71234939315123,Baseline2_45_CESM2_2015
2045-01-03 09:00:00,95890.12741889528,11040,CAISO,2045,59,9,50485.914,59,2015-01-03,111.80190462412007,Baseline2_45_CESM2_2015
2045-01-03 10:00:00,108016.58405123207,11040,CAISO,2045,59,10,50913.935,59,2015-01-03,133.83889705486735,Baseline2_45_CESM2_2015
2045-01-03 11:00:00,116762.92494379761,11040,CAISO,2045,59,11,49608.297,59,2015-01-03,157.62409248557276,Baseline2_45_CESM2_2015
2045-01-03 12:00:00,123191.04664417564,11040,CAISO,2045,59,12,47914.62,59,2015-01-03,180.14632411605405,Baseline2_45_CESM2_2015
2045-01-03 13:00:00,126689.83810151243,11040,CAISO,2045,59,13,46331.431,59,2015-01-03,197.27084859846536,Baseline2_45_CESM2_2015
2045-01-03 14:00:00,125548.47445025314,11040,CAISO,2045,59,14,44266.186,59,2015-01-03,208.5616512121761,Baseline2_45_CESM2_2015
2045-01-03 15:00:00,119719.89467399384,11040,CAISO,2045,59,15,41871.53,59,2015-01-03,212.2883130231779,Baseline2_45_CESM2_2015
2045-01-03 16:00:00,84660.78448615607,11040,CAISO,2045,59,16,38124.017,59,2015-01-03,151.02492343909108,Baseline2_45_CESM2_2015
2045-01-03 17:00:00,73516.24748615608,11040,CAISO,2045,59,17,40868.629,59,2015-01-03,106.89768547448968,Baseline2_45_CESM2_2015
2045-01-03 18:00:00,64979.70212682285,11040,CAISO,2045,59,18,42441.836,59,2015-01-03,79.11501784895177,Baseline2_45_CESM2_2015
2045-01-03 19:00:00,59670.10027190285,11040,CAISO,2045,59,19,42514.863,59,2015-01-03,66.31854199295633,Baseline2_45_CESM2_2015
2045-01-03 20:00:00,55293.12151480149,11040,CAISO,2045,59,20,42629.205,59,2015-01-03,55.604875846972725,Baseline2_45_CESM2_2015
2045-01-03 21:00:00,49616.80812746049,11040,CAISO,2045,59,21,44959.364,59,2015-01-03,34.91473795639211,Baseline2_45_CESM2_2015
2045-01-03 22:00:00,44200.72065261949,11040,CAISO,2045,59,22,45592.501,59,2015-01-03,21.161856535616455,Baseline2_45_CESM2_2015
2045-01-03 23:00:00,41329.037790119495,11040,CAISO,2045,59,23,48215.23,59,2015-01-03,8.615136317133594,Baseline2_45_CESM2_2015
2045-01-04 00:00:00,35725.35428544613,11040,CAISO,2045,90,0,49066.887,90,2015-01-04,-4.690602675800231,Baseline2_45_CESM2_2015
2045-01-04 01:00:00,31411.68585244766,11040,CAISO,2045,90,1,43419.459,90,2015-01-04,-2.2288926896863153,Baseline2_45_CESM2_2015
2045-01-04 02:00:00,28091.063689947656,11040,CAISO,2045,90,2,37356.078,90,2015-01-04,4.751531169700553,Baseline2_45_CESM2_2015
2045-01-04 03:00:00,27315.549139947656,11040,CAISO,2045,90,3,32991.772,90,2015-01-04,16.257923763378525,Baseline2_45_CESM2_2015
2045-01-04 04:00:00,26290.22361494766,11040,CAISO,2045,90,4,30499.875,90,2015-01-04,22.394677404243982,Baseline2_45_CESM2_2015
2045-01-04 05:00:00,24255.343407251665,11040,CAISO,2045,90,5,30530.954,90,2015-01-04,15.605111478834452,Baseline2_45_CESM2_2015
2045-01-04 06:00:00,22062.728444751665,11040,CAISO,2045,90,6,33905.346,90,2015-01-04,-2.367230097720675,Baseline2_45_CESM2_2015
2045-01-04 07:00:00,39631.173744751664,11040,CAISO,2045,90,7,39585.425,90,2015-01-04,28.00462226880641,Baseline2_45_CESM2_2015
2045-01-04 08:00:00,64357.97509515458,11040,CAISO,2045,90,8,45517.639,90,2015-01-04,65.64561948205304,Baseline2_45_CESM2_2015
2045-01-04 09:00:00,85483.22447015459,11040,CAISO,2045,90,9,48359.713,90,2015-01-04,99.59428723275214,Baseline2_45_CESM2_2015
2045-01-04 10:00:00,102370.82338855766,11040,CAISO,2045,90,10,48975.235,90,2015-01-04,131.56769618064652,Baseline2_45_CESM2_2015
2045-01-04 11:00:00,107124.10470000198,11040,CAISO,2045,90,11,47719.587,90,2015-01-04,147.6218092583282,Baseline2_45_CESM2_2015
2045-01-04 12:00:00,112349.8671364463,11040,CAISO,2045,90,12,46206.702,90,2015-01-04,167.03889651428986,Baseline2_45_CESM2_2015
2045-01-04 13:00:00,113467.65062984938,11040,CAISO,2045,90,13,44888.199,90,2015-01-04,177.37279152110642,Baseline2_45_CESM2_2015
2045-01-04 14:00:00,115374.3922108904,11040,CAISO,2045,90,14,43043.421,90,2015-01-04,193.6903928033285,Baseline2_45_CESM2_2015
2045-01-04 15:00:00,105112.4168706974,11040,CAISO,2045,90,15,40873.981,90,2015-01-04,184.1720185530678,Baseline2_45_CESM2_2015
2045-01-04 16:00:00,80922.43503050439,11040,CAISO,2045,90,16,37477.055,90,2015-01-04,145.3833019443614,Baseline2_45_CESM2_2015
2045-01-04 17:00:00,71053.2330305044,11040,CAISO,2045,90,17,40001.481,90,2015-01-04,105.2254841027121,Baseline2_45_CESM2_2015
2045-01-04 18:00:00,63817.70582285069,11040,CAISO,2045,90,18,41797.188,90,2015-01-04,79.09746900401696,Baseline2_45_CESM2_2015
2045-01-04 19:00:00,53470.79135543068,11040,CAISO,2045,90,19,41843.103,90,2015-01-04,54.17305775680803,Baseline2_45_CESM2_2015
2045-01-04 20:00:00,49407.11041301068,11040,CAISO,2045,90,20,41415.035,90,2015-01-04,45.95450761543647,Baseline2_45_CESM2_2015
2045-01-04 21:00:00,45608.45683801069,11040,CAISO,2045,90,21,43517.191,90,2015-01-04,30.174893039421335,Baseline2_45_CESM2_2015
2045-01-04 22:00:00,42922.97492838321,11040,CAISO,2045,90,22,44076.166,90,2015-01-04,22.431190880765847,Baseline2_45_CESM2_2015
2045-01-04 23:00:00,43095.71429088321,11040,CAISO,2045,90,23,47008.03,90,2015-01-04,15.162695162684358,Baseline2_45_CESM2_2015
2045-01-05 00:00:00,34847.99192130956,11040,CAISO,2045,120,0,47955.112,120,2015-01-05,-4.310531229059453,Baseline2_45_CESM2_2015
2045-01-05 01:00:00,33690.513885054046,11040,CAISO,2045,120,1,42551.215,120,2015-01-05,5.121590264940848,Baseline2_45_CESM2_2015
2045-01-05 02:00:00,31794.158175657565,11040,CAISO,2045,120,2,36833.147,120,2015-01-05,16.292420453939396,Baseline2_45_CESM2_2015
2045-01-05 03:00:00,31832.916183237565,11040,CAISO,2045,120,3,33193.776,120,2015-01-05,29.15950322505512,Baseline2_45_CESM2_2015
2045-01-05 04:00:00,31503.42175331756,11040,CAISO,2045,120,4,31810.078,120,2015-01-05,33.74195986981724,Baseline2_45_CESM2_2015
2045-01-05 05:00:00,30944.964723397563,11040,CAISO,2045,120,5,33513.083,120,2015-01-05,25.27932665400424,Baseline2_45_CESM2_2015
2045-01-05 06:00:00,29040.10392491558,11040,CAISO,2045,120,6,38348.13,120,2015-01-05,4.516449498099602,Baseline2_45_CESM2_2015
2045-01-05 07:00:00,46670.17853265458,11040,CAISO,2045,120,7,44506.271,120,2015-01-05,29.667521533436442,Baseline2_45_CESM2_2015
2045-01-05 08:00:00,75661.06353265457,11040,CAISO,2045,120,8,50192.55,120,2015-01-05,72.73691719718279,Baseline2_45_CESM2_2015
2045-01-05 09:00:00,94562.65748139529,11040,CAISO,2045,120,9,52856.649,120,2015-01-05,99.79067814419203,Baseline2_45_CESM2_2015
2045-01-05 10:00:00,109853.60456373208,11040,CAISO,2045,120,10,53593.55,120,2015-01-05,125.57491445095926,Baseline2_45_CESM2_2015
2045-01-05 11:00:00,117137.6679062976,11040,CAISO,2045,120,11,52306.093,120,2015-01-05,145.05303408208601,Baseline2_45_CESM2_2015
2045-01-05 12:00:00,123129.57013167563,11040,CAISO,2045,120,12,50736.242,120,2015-01-05,164.4452266127153,Baseline2_45_CESM2_2015
2045-01-05 13:00:00,127508.68358901242,11040,CAISO,2045,120,13,49197.572,120,2015-01-05,181.6169131050053,Baseline2_45_CESM2_2015
2045-01-05 14:00:00,132914.67540898715,11040,CAISO,2045,120,14,47280.695,120,2015-01-05,204.46818814526128,Baseline2_45_CESM2_2015
2045-01-05 15:00:00,119918.50408272786,11040,CAISO,2045,120,15,44685.268,120,2015-01-05,193.06863300613497,Baseline2_45_CESM2_2015
2045-01-05 16:00:00,89410.53254865608,11040,CAISO,2045,120,16,39753.16,120,2015-01-05,152.68565454584257,Baseline2_45_CESM2_2015
2045-01-05 17:00:00,77707.91648615607,11040,CAISO,2045,120,17,42546.366,120,2015-01-05,108.59106154014673,Baseline2_45_CESM2_2015
2045-01-05 18:00:00,71198.95234373608,11040,CAISO,2045,120,18,43935.144,120,2015-01-05,87.18261704965865,Baseline2_45_CESM2_2015
2045-01-05 19:00:00,64546.5310408166,11040,CAISO,2045,120,19,43427.608,120,2015-01-05,74.05179451932189,Baseline2_45_CESM2_2015
2045-01-05 20:00:00,51742.895937738125,11040,CAISO,2045,120,20,42286.01,120,2015-01-05,48.47202641662839,Baseline2_45_CESM2_2015
2045-01-05 21:00:00,47799.12822531445,11040,CAISO,2045,120,21,43743.61,120,2015-01-05,34.50908195577469,Baseline2_45_CESM2_2015
2045-01-05 22:00:00,44641.96001297345,11040,CAISO,2045,120,22,44126.989,120,2015-01-05,26.185722785149583,Baseline2_45_CESM2_2015
2045-01-05 23:00:00,38507.91823380956,11040,CAISO,2045,120,23,47102.236,120,2015-01-05,5.192284786245746,Baseline2_45_CESM2_2015
2045-01-06 00:00:00,46977.3120210864,11040,CAISO,2045,151,0,48168.1,151,2015-01-06,20.447582572462693,Baseline2_45_CESM2_2015
2045-01-06 01:00:00,44060.845578388704,11040,CAISO,2045,151,1,42873.641,151,2015-01-06,28.51916537340204,Baseline2_45_CESM2_2015
2045-01-06 02:00:00,40147.84911575352,11040,CAISO,2045,151,2,37062.044,151,2015-01-06,38.11393973779081,Baseline2_45_CESM2_2015
2045-01-06 03:00:00,37463.22037025505,11040,CAISO,2045,151,3,33298.728,151,2015-01-06,45.66088041037196,Baseline2_45_CESM2_2015
2045-01-06 04:00:00,37809.70790791405,11040,CAISO,2045,151,4,31959.442,151,2015-01-06,52.84906384759175,Baseline2_45_CESM2_2015
2045-01-06 05:00:00,34222.60440807305,11040,CAISO,2045,151,5,33635.43,151,2015-01-06,34.56823476932821,Baseline2_45_CESM2_2015
2045-01-06 06:00:00,31081.55836565305,11040,CAISO,2045,151,6,38290.036,151,2015-01-06,10.006578122969252,Baseline2_45_CESM2_2015
2045-01-06 07:00:00,46882.22247015458,11040,CAISO,2045,151,7,44223.855,151,2015-01-06,30.97506418233909,Baseline2_45_CESM2_2015
2045-01-06 08:00:00,74163.74847015458,11040,CAISO,2045,151,8,49617.316,151,2015-01-06,71.72180065151969,Baseline2_45_CESM2_2015
2045-01-06 09:00:00,95643.10580170779,11040,CAISO,2045,151,9,52441.538,151,2015-01-06,103.43245043977885,Baseline2_45_CESM2_2015
2045-01-06 10:00:00,111285.1877504485,11040,CAISO,2045,151,10,52253.526,151,2015-01-06,134.0993940781116,Baseline2_45_CESM2_2015
2045-01-06 11:00:00,123133.29532042322,11040,CAISO,2045,151,11,52342.313,151,2015-01-06,156.33810894146615,Baseline2_45_CESM2_2015
2045-01-06 12:00:00,128572.35077776002,11040,CAISO,2045,151,12,51466.599,151,2015-01-06,171.26787759525362,Baseline2_45_CESM2_2015
2045-01-06 13:00:00,131456.77172813803,11040,CAISO,2045,151,13,50295.568,151,2015-01-06,183.31874436359487,Baseline2_45_CESM2_2015
2045-01-06 14:00:00,131287.65417766233,11040,CAISO,2045,151,14,49298.886,151,2015-01-06,188.7035909445547,Baseline2_45_CESM2_2015
2045-01-06 15:00:00,121777.73205304035,11040,CAISO,2045,151,15,46925.332,151,2015-01-06,183.04058041196248,Baseline2_45_CESM2_2015
2045-01-06 16:00:00,89008.81687678107,11040,CAISO,2045,151,16,42633.525,151,2015-01-06,134.67169762946193,Baseline2_45_CESM2_2015
2045-01-06 17:00:00,73859.92387678107,11040,CAISO,2045,151,17,41432.497,151,2015-01-06,104.91143431876932,Baseline2_45_CESM2_2015
2045-01-06 18:00:00,66837.82115194008,11040,CAISO,2045,151,18,43437.979,151,2015-01-06,79.28509324050293,Baseline2_45_CESM2_2015
2045-01-06 19:00:00,64021.53468944007,11040,CAISO,2045,151,19,42961.075,151,2015-01-06,74.71987069560079,Baseline2_45_CESM2_2015
2045-01-06 20:00:00,60866.75551566307,11040,CAISO,2045,151,20,41948.416,151,2015-01-06,71.4170935933864,Baseline2_45_CESM2_2015
2045-01-06 21:00:00,58245.650053322075,11040,CAISO,2045,151,21,43727.361,151,2015-01-06,58.449191693324664,Baseline2_45_CESM2_2015
2045-01-06 22:00:00,54623.724073402074,11040,CAISO,2045,151,22,44153.217,151,2015-01-06,48.71787048586308,Baseline2_45_CESM2_2015
2045-01-06 23:00:00,51589.9226585864,11040,CAISO,2045,151,23,46659.141,151,2015-01-06,34.22862340861868,Baseline2_45_CESM2_2015
2045-01-07 00:00:00,43236.99992225008,11040,CAISO,2045,181,0,45751.14,181,2015-01-07,18.635295038003598,Baseline2_45_CESM2_2015
2045-01-07 01:00:00,39455.38404342708,11040,CAISO,2045,181,1,41797.383,181,2015-01-07,20.809917796592863,Baseline2_45_CESM2_2015
2045-01-07 02:00:00,37054.919067044546,11040,CAISO,2045,181,2,37299.517,181,2015-01-07,28.94247147233715,Baseline2_45_CESM2_2015
2045-01-07 03:00:00,35391.69506212455,11040,CAISO,2045,181,3,33603.549,181,2015-01-07,38.174973905656664,Baseline2_45_CESM2_2015
2045-01-07 04:00:00,33093.15343420508,11040,CAISO,2045,181,4,31939.764,181,2015-01-07,38.17620391373299,Baseline2_45_CESM2_2015
2045-01-07 05:00:00,31720.910454444078,11040,CAISO,2045,181,5,32145.037,181,2015-01-07,33.024922181436835,Baseline2_45_CESM2_2015
2045-01-07 06:00:00,29741.71605460308,11040,CAISO,2045,181,6,33924.232,181,2015-01-07,20.2141173147356,Baseline2_45_CESM2_2015
2045-01-07 07:00:00,38018.781095154576,11040,CAISO,2045,181,7,35656.895,181,2015-01-07,37.58567899744097,Baseline2_45_CESM2_2015
2045-01-07 08:00:00,58416.48322996158,11040,CAISO,2045,181,8,37623.206,181,2015-01-07,84.61075122083318,Baseline2_45_CESM2_2015
2045-01-07 09:00:00,80400.52762726857,11040,CAISO,2045,181,9,39831.864,181,2015-01-07,129.5662779609525,Baseline2_45_CESM2_2015
2045-01-07 10:00:00,95893.98449932318,11040,CAISO,2045,181,10,41428.049,181,2015-01-07,158.11976928800868,Baseline2_45_CESM2_2015
2045-01-07 11:00:00,108958.1432963569,11040,CAISO,2045,181,11,43610.583,181,2015-01-07,175.15831030361804,Baseline2_45_CESM2_2015
2045-01-07 12:00:00,116888.04074588118,11040,CAISO,2045,181,12,45191.719,181,2015-01-07,183.07850105432192,Baseline2_45_CESM2_2015
2045-01-07 13:00:00,120529.78232125922,11040,CAISO,2045,181,13,45135.622,181,2015-01-07,191.4987685807436,Baseline2_45_CESM2_2015
2045-01-07 14:00:00,125502.77485359601,11040,CAISO,2045,181,14,44175.984,181,2015-01-07,209.08824770851965,Baseline2_45_CESM2_2015
2045-01-07 15:00:00,107543.01475360115,11040,CAISO,2045,181,15,43140.438,181,2015-01-07,174.87670559487862,Baseline2_45_CESM2_2015
2045-01-07 16:00:00,81305.10730390437,11040,CAISO,2045,181,16,39581.452,181,2015-01-07,133.30399123282385,Baseline2_45_CESM2_2015
2045-01-07 17:00:00,67086.02248220415,11040,CAISO,2045,181,17,38925.401,181,2015-01-07,100.70704597803413,Baseline2_45_CESM2_2015
2045-01-07 18:00:00,63053.74453220415,11040,CAISO,2045,181,18,39484.416,181,2015-01-07,87.65313518174905,Baseline2_45_CESM2_2015
2045-01-07 19:00:00,60098.30332564049,11040,CAISO,2045,181,19,38990.014,181,2015-01-07,82.45262319126246,Baseline2_45_CESM2_2015
2045-01-07 20:00:00,59098.08538814049,11040,CAISO,2045,181,20,38846.924,181,2015-01-07,80.54990760179749,Baseline2_45_CESM2_2015
2045-01-07 21:00:00,57460.92000822049,11040,CAISO,2045,181,21,39602.717,181,2015-01-07,72.9702535515947,Baseline2_45_CESM2_2015
2045-01-07 22:00:00,53993.04172830049,11040,CAISO,2045,181,22,39295.553,181,2015-01-07,65.49720455212959,Baseline2_45_CESM2_2015
2045-01-07 23:00:00,51207.14942522202,11040,CAISO,2045,181,23,39125.44,181,2015-01-07,59.09635629713562,Baseline2_45_CESM2_2015
2045-01-08 00:00:00,44592.07146483458,11040,CAISO,2045,212,0,42883.444,212,2015-01-08,29.728553203037002,Baseline2_45_CESM2_2015
2045-01-08 01:00:00,40240.53544741458,11040,CAISO,2045,212,1,41691.394,212,2015-01-08,23.00028981380325,Baseline2_45_CESM2_2015
2045-01-08 02:00:00,38354.401047414576,11040,CAISO,2045,212,2,37172.821,212,2015-01-08,32.8777308760467,Baseline2_45_CESM2_2015
2045-01-08 03:00:00,37032.34553491458,11040,CAISO,2045,212,3,33423.868,212,2015-01-08,43.82639835375899,Baseline2_45_CESM2_2015
2045-01-08 04:00:00,35131.79459249458,11040,CAISO,2045,212,4,31715.361,212,2015-01-08,45.58180369599003,Baseline2_45_CESM2_2015
2045-01-08 05:00:00,33370.71884249458,11040,CAISO,2045,212,5,31828.499,212,2015-01-08,39.53130131111297,Baseline2_45_CESM2_2015
2045-01-08 06:00:00,31948.73750007458,11040,CAISO,2045,212,6,33623.1,212,2015-01-08,27.85477097612827,Baseline2_45_CESM2_2015
2045-01-08 07:00:00,37976.18608757458,11040,CAISO,2045,212,7,35438.147,212,2015-01-08,38.3147546839133,Baseline2_45_CESM2_2015
2045-01-08 08:00:00,60607.12687015458,11040,CAISO,2045,212,8,37699.436,212,2015-01-08,90.04827252629077,Baseline2_45_CESM2_2015
2045-01-08 09:00:00,75236.61862996158,11040,CAISO,2045,212,9,39986.615,212,2015-01-08,115.76374651858275,Baseline2_45_CESM2_2015
2045-01-08 10:00:00,88547.99313597841,11040,CAISO,2045,212,10,42153.086,212,2015-01-08,136.25314914305065,Baseline2_45_CESM2_2015
2045-01-08 11:00:00,102336.67010438148,11040,CAISO,2045,212,11,43411.887,212,2015-01-08,161.16503552214044,Baseline2_45_CESM2_2015
2045-01-08 12:00:00,106009.4724658258,11040,CAISO,2045,212,12,44045.398,212,2015-01-08,165.74733747626894,Baseline2_45_CESM2_2015
2045-01-08 13:00:00,110931.06115922888,11040,CAISO,2045,212,13,43473.014,212,2015-01-08,180.56729896673113,Baseline2_45_CESM2_2015
2045-01-08 14:00:00,106507.71506903588,11040,CAISO,2045,212,14,42349.801,212,2015-01-08,177.56379556313823,Baseline2_45_CESM2_2015
2045-01-08 15:00:00,105123.33540384288,11040,CAISO,2045,212,15,40776.13,212,2015-01-08,184.8807265521345,Baseline2_45_CESM2_2015
2045-01-08 16:00:00,75096.11063864989,11040,CAISO,2045,212,16,37742.354,212,2015-01-08,128.22135216751423,Baseline2_45_CESM2_2015
2045-01-08 17:00:00,65067.238131861384,11040,CAISO,2045,212,17,38283.187,212,2015-01-08,98.80068535532682,Baseline2_45_CESM2_2015
2045-01-08 18:00:00,57624.986989441386,11040,CAISO,2045,212,18,39140.402,212,2015-01-08,75.43250319565288,Baseline2_45_CESM2_2015
2045-01-08 19:00:00,54652.78886894292,11040,CAISO,2045,212,19,38852.947,212,2015-01-08,69.08058188981883,Baseline2_45_CESM2_2015
